759,1258,285,,,,
760,2375,285,,,,
761,714,284,,,,
762,3230,283,,,,
763,2106,283,,,,
764,2612,283,,,,
765,4572,283,,,,
766,3605,282,,,,
767,6233,280,,,,
768,4503,280,,,,
769,8131,279,,,,
770,4174,277,,,,
771,3008,277,,,,
772,4438,277,,,,
773,6679,276,,,,
774,4934,276,,,,
775,3089,275,,,,
776,5245,273,,,,
777,8071,273,,,,
778,737,273,,,,
779,4426,273,,,,
780,1455,271,,,,
781,1310,271,,,,
782,3205,270,,,,
783,1201,269,,,,
784,00697B,268,,,,
785,6015,266,,,,
786,1309,266,,,,
787,6196,266,,,,
788,6180,265,,,,
789,1471,265,,,,
790,3376,265,,,,
791,52,264,,,,
792,6288,263,,,,
793,1227,262,,,,
794,8039,262,,,,
795,3305,261,,,,
796,3490,261,,,,
797,3686,261,,,,
798,4306,259,,,,
799,2066,257,,,,
800,6741,257,,,,
801,3580,257,,,,
802,1451,256,,,,
803,3583,255,,,,
804,2838A,254,,,,
805,6226,254,,,,
806,3013,253,,,,
807,3508,253,,,,
808,3483,253,,,,
809,8926,251,,,,
810,8464,250,,,,
811,6139,250,,,,
812,2887E,249,,,,
813,2302,248,,,,
814,2380,247,,,,
815,00741B,247,,,,
816,5285,247,,,,
817,6160,246,,,,
818,8927,246,,,,
819,6248,245,,,,
820,3078,244,,,,
821,2010,244,,,,
822,3092,243,,,,
823,2820,242,,,,
824,2511,242,,,,
825,4707,238,,,,
826,6122,236,,,,
827,8234,235,,,,
828,6170,234,,,,
829,2015,232,,,,
830,3252,232,,,,
831,6594,230,,,,
832,20033,230,,,,
833,1720,229,,,,
834,6469,228,,,,
835,2836,228,,,,
836,4543,227,,,,
837,6492,227,,,,
838,5521,226,,,,
839,4943,226,,,,
840,5905,226,,,,
841,4952,225,,,,
842,2520,224,,,,
843,2707,222,,,,
844,3527,221,,,,
845,3048,220,,,,
846,2608,218,,,,
847,8450,218,,,,
848,00727B,218,,,,
849,6768,216,,,,
850,3317,216,,,,
851,2540,216,,,,
852,2727,215,,,,
853,3548,214,,,,
854,1817,214,,,,
855,1616,213,,,,
856,911868,213,,,,
857,6568,212,,,,
858,8411,211,,,,
859,8163,211,,,,
860,00883B,211,,,,
861,5475,211,,,,
862,3693,211,,,,
863,2428,211,,,,
864,2032,210,,,,
865,00884B,210,,,,
866,728,210,,,,
867,652,209,,,,
868,6532,208,,,,
869,5904,207,,,,
870,2753,207,,,,
871,5210,206,,,,
872,9914,205,,,,
873,3518,205,,,,
874,3691,205,,,,
875,6117,203,,,,
876,1762,203,,,,
877,6796,201,,,,
878,1336,200,,,,
879,00847B,200,,,,
880,6130,198,,,,
881,3043,197,,,,
882,3438,197,,,,
883,2535,196,,,,
884,1806,196,,,,
885,2069,195,,,,
886,668,195,,,,
887,00687B,195,,,,
888,6269,195,,,,
889,4164,194,,,,
890,4121,194,,,,
891,4551,193,,,,
892,6732,193,,,,
893,3685,193,,,,
894,00693U,191,,,,
895,8213,191,,,,
896,1532,190,,,,
897,6689,190,,,,
898,887,190,,,,
899,5203,188,,,,
900,886,188,,,,
